UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Zachary Shrier,@zshrier,2016-01-05T23:43:20.000Z,"Zachary Shrier
@zshrier
·
Jan 5, 2016","Remember that time when 40 months passed and Apple's stock price went nowhere? 
$AAPL",,,,,[],https://twitter.com/zshrier/status/684520589214629888
Colin Macleod,@scalpthatstock,2016-01-05T23:42:57.000Z,"Colin Macleod
@scalpthatstock
·
Jan 5, 2016","T3 Live Daily Recap: Looking For Direction
http://viralmarketnews.com/t3-live-daily-recap-looking-for-direction/…
$SPY $USO $XLE $WMT $TGT $FIT $AMZN $GOOGL $FB $BABA $BIDU $AAPL",,,,,[],https://twitter.com/scalpthatstock/status/684520489319067649
WLST.com,@wlstcom,2016-01-05T23:40:17.000Z,"WLST.com
@wlstcom
·
Jan 5, 2016",Pro: Street estimates on Apple need to come down $AAPL http://wlst.com http://video.cnbc.com/gallery/?video=3000474503…,,,,,['https://pbs.twimg.com/media/CX_nJdXWkAAhk-W?format=jpg&name=small'],https://twitter.com/wlstcom/status/684519818180071424
Kyunghee Park,@mangogemini,2016-01-06T23:58:55.000Z,"Kyunghee Park
@mangogemini
·
Jan 6, 2016","#Apple Suppliers Drop Globally After #IPhone Output Cut Report by #Nikkei http://bloom.bg/1ZNoxpO via 
@technology
 $AAPL",,,,,[],https://twitter.com/mangogemini/status/684886896279826432
1 min Stock Insights,@1MinuteStock,2016-01-06T23:58:25.000Z,"1 min Stock Insights
@1MinuteStock
·
Jan 6, 2016",Do you know that #WallStreet price for $AAPL is $148 https://unicornbay.com/t/AAPL.US?utm_medium=tweet&utm_campaign=wallstreet&utm_source=twitter…,,,,,[],https://twitter.com/1MinuteStock/status/684886772019400704
Bosco,@wboscoho,2016-01-06T23:58:10.000Z,"Bosco
@wboscoho
·
Jan 6, 2016",Junior analyst trying to figure out $AAPL supply chain,,,,1,[],https://twitter.com/wboscoho/status/684886706949091328
vincent,@incentm62,2016-01-06T23:57:46.000Z,"vincent
@incentm62
·
Jan 6, 2016","$AAPL stock trades at  five times the company’s earnings b4 interest, taxes, depreciation, amortization, excluding  huge cash holdings.",,,,,[],https://twitter.com/incentm62/status/684886609028775938
Stock Forums,@stock_forums,2016-01-06T23:57:09.000Z,"Stock Forums
@stock_forums
·
Jan 6, 2016","$EPGL Short Sales Updated Wednesday, January 6, 2016 6:41:20 PM $GROC $GNPT $AAPL $GNPT http://dlvr.it/DC9yh9",,,,,[],https://twitter.com/stock_forums/status/684886451633307649
Stock Forums,@stock_forums,2016-01-06T23:57:08.000Z,"Stock Forums
@stock_forums
·
Jan 6, 2016","$USMJ Stock Forum Updated Wednesday, January 6, 2016 6:41:20 PM $AXXE $GDAR $AAPL $TDCP",,,,,['https://pbs.twimg.com/card_img/1637816619375247362/XyjWUdDc?format=png&name=360x360'],https://twitter.com/stock_forums/status/684886449548742656
Stock Forums,@stock_forums,2016-01-06T23:57:05.000Z,"Stock Forums
@stock_forums
·
Jan 6, 2016","$AWGI Percent Change Updated Wednesday, January 6, 2016 6:41:20 PM $QLTS $AAPL $PMCB $USMJ",,,,,['https://pbs.twimg.com/card_img/1637816619375247362/XyjWUdDc?format=png&name=360x360'],https://twitter.com/stock_forums/status/684886436013686784
MacHash,@MacHashNews,2016-01-06T23:56:09.000Z,"MacHash
@MacHashNews
·
Jan 6, 2016",Five Alarm Freebie Alert: Twitchy Classic 'Super Hexagon' Currently Free on the App Store http://dlvr.it/DC9xgj #TouchArcade $AAPL,,,,,[],https://twitter.com/MacHashNews/status/684886202697158657
RedBridgeCapital,@RedbridgeCapitL,2016-01-06T23:56:09.000Z,"RedBridgeCapital
@RedbridgeCapitL
·
Jan 6, 2016",Got to pay the big dogs before the rug is pulled $AAPL,,,,,"['https://pbs.twimg.com/profile_images/877263475034042368/xbU9vTKw_normal.jpg', 'https://pbs.twimg.com/media/CYE0NP_UEAAsiVO?format=jpg&name=900x900']",https://twitter.com/RedbridgeCapitL/status/684886199723528192
The Trading Analyst,@Trading_Analyst,2016-01-06T23:54:49.000Z,"The Trading Analyst
@Trading_Analyst
·
Jan 6, 2016",$AAPL: NEW VIDEO --- http://stks.co/h3ieG,,,,1,[],https://twitter.com/Trading_Analyst/status/684885866641162241
DOLLAROCRACY.com,@DOLLAROCRACY,2016-01-07T23:59:32.000Z,"DOLLAROCRACY.com
@DOLLAROCRACY
·
Jan 7, 2016",$AAPL fib chart #Stocks #OnWatch #Apple,,,2,,['https://pbs.twimg.com/media/CYJ-vF9WkAAsO0k?format=jpg&name=small'],https://twitter.com/DOLLAROCRACY/status/685249440970633216
PolgarStocks,@PolgarStocks,2016-01-07T23:57:35.000Z,"PolgarStocks
@PolgarStocks
·
Jan 7, 2016","$T News Updated Thursday, January 7, 2016 6:07:17 PM $AAPL $XLK $SSN $M http://dlvr.it/DCgpyx",,,,,[],https://twitter.com/PolgarStocks/status/685248949540630528
AlbertReport,@HotpageNews,2016-01-07T23:57:23.000Z,"AlbertReport
@HotpageNews
·
Jan 7, 2016",After-hours buzz: $TCS $GPS $URBN $BBBY $AAPL ....,,,,,['https://pbs.twimg.com/card_img/1641875954665414676/M4rxQJce?format=jpg&name=medium'],https://twitter.com/HotpageNews/status/685248899427221504
Hotpage News,@Hotpage_News,2016-01-07T23:57:23.000Z,"Hotpage News
@Hotpage_News
·
Jan 7, 2016",After-hours buzz: $TCS $GPS $URBN $BBBY $AAPL ....,,1,,,['https://pbs.twimg.com/card_img/1641875954665414676/M4rxQJce?format=jpg&name=medium'],https://twitter.com/Hotpage_News/status/685248899410489344
The Madz,@MadzInMtl,2016-01-07T23:54:57.000Z,"The Madz
@MadzInMtl
·
Jan 7, 2016",Hey $AAPL how about doing something with all that cash? Jezus...,,,,,[],https://twitter.com/MadzInMtl/status/685248288707244033
Pure Cleaning Services,@PureCleaningSvc,2016-01-07T23:54:33.000Z,"Pure Cleaning Services
@PureCleaningSvc
·
Jan 7, 2016","GOLDMAN: These 9 stocks are the best value on the market (NRG, WRK, AAPL, F, HOG, UAL, MRO, R, KMI) http://ift.tt/1kQwIlA",,,,,[],https://twitter.com/PureCleaningSvc/status/685248187460890624
PermaBearKiller,@CallBuyer,2016-01-07T23:53:51.000Z,"PermaBearKiller
@CallBuyer
·
Jan 7, 2016","Everyone is calling for $AAPL to $80. See why technically, but what's the fundamental thesis for the company to lose $200 BILLION in cap?",,,,1,[],https://twitter.com/CallBuyer/status/685248008007643136
Daniel Eran Dilger,@DanielEran,2016-01-07T23:53:09.000Z,"Daniel Eran Dilger
@DanielEran
·
Jan 7, 2016","Just as ""Apple Factories in China"" also make non-Apple products, ""iPhone suppliers"" also supply non-iPhone components $AAPL $CRUS $QRVO",,1,3,8,[],https://twitter.com/DanielEran/status/685247833843236865
InstallWorld,@Install_World,2016-01-07T23:52:36.000Z,"InstallWorld
@Install_World
·
Jan 7, 2016",#iPhone6S #Smartphone – Apple Inc. (AAPL) Shares Trading Below $100 : The shares of Apple Inc. (... http://bit.ly/1RwnnMD #f1 #Formula1,,,,,[],https://twitter.com/Install_World/status/685247695791849472
Stephen Castellano,@jscastellano,2016-01-07T23:51:34.000Z,"Stephen Castellano
@jscastellano
·
Jan 7, 2016",published theoretical long model calling for sale of $AAPL prior to Jan 4 open http://seekingalpha.com/article/3787426-the-best-24-stocks-for-2016…,,,,,[],https://twitter.com/jscastellano/status/685247436860878848
Stock Market Girl,@Stocks_Options_,2016-01-08T23:59:36.000Z,"Stock Market Girl
@Stocks_Options_
·
Jan 8, 2016","Apple Inc. (AAPL): Stock Below $100, Should you be Worried?: 
Apple Inc. (AAPL): Stock Below $100, Should you ... http://bit.ly/1kTKXWS",,,1,1,[],https://twitter.com/Stocks_Options_/status/685611844086530048
MacHash,@MacHashNews,2016-01-08T23:56:06.000Z,"MacHash
@MacHashNews
·
Jan 8, 2016",CES 2016: 5 of our favorite new accessories http://dlvr.it/DD8wlt #AppAdvice $AAPL,,,,,['https://pbs.twimg.com/media/CYPHik_UoAAE7d2?format=jpg&name=small'],https://twitter.com/MacHashNews/status/685610965212114944
Juan Carlos Pedreira,@juancpedreira,2016-01-08T23:54:38.000Z,"Juan Carlos Pedreira
@juancpedreira
·
Jan 8, 2016",Apple is trying to decide between 3 different designs for the iPhone 7 (AAPL) http://businessinsider.com/apple-testing-3-different-designs-for-iphone-7-2016-1…,,,,,[],https://twitter.com/juancpedreira/status/685610596880941057
Josh Lipton,@joshuahlipton,2016-01-08T23:54:22.000Z,"Josh Lipton
@joshuahlipton
·
Jan 8, 2016","Hi5 to my favorite Texan 
@PatrickMoorhead
 for talking $AAPL HomeKit. I owe him a plate of beef ribs at 
@ironworksbbq
 http://cnb.cx/1VRvK62",,1,3,3,[],https://twitter.com/joshuahlipton/status/685610528345997312
Ted Hearn,@TedatACA,2016-01-08T23:54:16.000Z,"Ted Hearn
@TedatACA
·
Jan 8, 2016","@NFL
 to live-stream all London games, in talks with Apple, Google | Reuters http://reut.rs/1TKrlka $AAPL $GOOGL",,,,,['https://pbs.twimg.com/card_img/1636192360693374976/RDZ1J8F4?format=png&name=medium'],https://twitter.com/TedatACA/status/685610504631545857
MarketBeat,@MarketBeatCom,2016-01-08T23:53:28.000Z,"MarketBeat
@MarketBeatCom
·
Jan 8, 2016",Apple's outperform rating reiterated at Credit Suisse. $140.00 PT. http://ift.tt/1Oh9Q7o $AAPL #AAPL,,,,,[],https://twitter.com/MarketBeatCom/status/685610299978838017
yumiko,@gz_yumiko,2016-01-08T23:46:13.000Z,"yumiko
@gz_yumiko
·
Jan 8, 2016","$SPY $AAPL 254 stocks are in upward trend 2016-01-08 more info, please check http://options-er.herokuapp.com",,,,,[],https://twitter.com/gz_yumiko/status/685608477192929280
yumiko,@gz_yumiko,2016-01-08T23:46:13.000Z,"yumiko
@gz_yumiko
·
Jan 8, 2016","$SPY $AAPL 69 stocks appeared death cross 2016-01-08 more info, please check http://options-er.herokuapp.com/death",,,,,[],https://twitter.com/gz_yumiko/status/685608476580552704
yumiko,@gz_yumiko,2016-01-08T23:46:13.000Z,"yumiko
@gz_yumiko
·
Jan 8, 2016","$SPY $AAPL 20 stocks appeared golden cross 2016-01-08 more info, please check http://options-er.herokuapp.com/golden",,,,,[],https://twitter.com/gz_yumiko/status/685608475448061952
Investors Hangout,@IHPosts,2016-01-08T23:46:11.000Z,"Investors Hangout
@IHPosts
·
Jan 8, 2016","$RLTR Stock Message Board Updated Friday, January 8, 2016 6:42:45 PM $COWI $DCAC $HCTI $AAPL",,,,,['https://pbs.twimg.com/card_img/1640353348250488832/21aMmjK9?format=png&name=360x360'],https://twitter.com/IHPosts/status/685608467718012928
InstallWorld,@Install_World,2016-01-09T23:58:18.000Z,"InstallWorld
@Install_World
·
Jan 9, 2016","#DellXPS13 #SurfaceBook – Best Laptops for 2016: Dell XPS 13, Microsoft Surface Book, Apple Mac... http://bit.ly/1ZjmLQz #macbook #AAPL",,,,,[],https://twitter.com/Install_World/status/685973905731801088
InstallWorld,@Install_World,2016-01-09T23:58:18.000Z,"InstallWorld
@Install_World
·
Jan 9, 2016","#MacBookAir #OSX – Macbook Pro 2016 Release Date, Specs: Everything You Should Know! : No Apple... http://bit.ly/1RBpFdw #macbook #AAPL",,,,,[],https://twitter.com/Install_World/status/685973904595156992
Danny D,@DannyDGoBlue,2016-01-09T23:55:46.000Z,"Danny D
@DannyDGoBlue
·
Jan 9, 2016","$AAPL 
'Failed’ Apple Watch & 'dead’ Mac will be more than 2x $FB revenue in 2015 and nearly 50% of $GOOGL revenue in 2015. 

Source: CML",,,,,[],https://twitter.com/DannyDGoBlue/status/685973267941740544
Journey Of Life Answers,@JOLAnswers,2016-01-09T23:53:08.000Z,"Journey Of Life Answers
@JOLAnswers
·
Jan 9, 2016","""The 4 biggest challenges facing Apple's rumored wireless earbuds (AAPL)"" http://feedly.com/k/1ObsG1F",,,,,[],https://twitter.com/JOLAnswers/status/685972605548019714
JasonRaznick,@JasonRaznick,2016-01-09T23:52:38.000Z,"JasonRaznick
@JasonRaznick
·
Jan 9, 2016",Canaccord: Apple Worth $146 $AAPL  http://benzinga.com/z/6128370,,,1,,[],https://twitter.com/JasonRaznick/status/685972478473146368
Angel Dan,@DaChopa,2016-01-09T23:51:43.000Z,"Angel Dan
@DaChopa
·
Jan 9, 2016",Use at least one thing : the daily resistance explained here  http://angeldanjournal.blogspot.com/2016/01/rai-long-on-very-weak-market.html… $AAPL $FB $CNET $WDW $TWTR $SPY $QQQ $LNKD $EARS $SSN,,1,,2,[],https://twitter.com/DaChopa/status/685972248822288384
Default,@_def42,2016-01-09T23:45:23.000Z,"Default
@_def42
·
Jan 9, 2016","Apple developing revamped, cord-free Beats with charging case ahead of iPhone 7 http://flip.it/r8.VW $aapl",,,,,[],https://twitter.com/_def42/status/685970655804801024
Jason Cramer,@ezfreedom,2016-01-09T23:39:56.000Z,"Jason Cramer
@ezfreedom
·
Jan 9, 2016","Apple, Facebook, <b>Twitter</b> meeting feds to talk terrorists on social media: Apple (AAPL… http://goo.gl/fb/sTpMq5",,,,,[],https://twitter.com/ezfreedom/status/685969284774924288
Dan,@Maximum_Pain_cm,2016-01-09T23:32:02.000Z,"Dan
@Maximum_Pain_cm
·
Jan 9, 2016",$AAPL Max Pain is 110.00 for maturity 01/15/2016.  Price = 96.96. http://maximum-pain.com/max-pain.aspx?s=AAPL&e=01/15/2016…,,,,,[],https://twitter.com/Maximum_Pain_cm/status/685967296997670913
Keith Painter,@WeezTheWolf,2016-01-09T23:28:38.000Z,"Keith Painter
@WeezTheWolf
·
Jan 9, 2016",I think AAPL acquiring TSLA could and should happen sooner rather then later. 40 billion would barely dent their stack of cash. Makes sense,,2,,,[],https://twitter.com/WeezTheWolf/status/685966439388299264
InstallWorld,@Install_World,2016-01-10T23:57:05.000Z,"InstallWorld
@Install_World
·
Jan 10, 2016",#iOS #App – Every iPhone User Needs To Have These 22 Amazing Apps to Make Life Easier – The mobi... http://bit.ly/1VXsh60 #iPhone #AAPL,,,,1,[],https://twitter.com/Install_World/status/686335986687594497
Stuart Lodge,@stuartlodge,2016-01-10T23:54:12.000Z,"Stuart Lodge
@stuartlodge
·
Jan 10, 2016",It's a well-known fact that #appleisdoomed $AAPL,,,1,2,['https://pbs.twimg.com/profile_images/1605238233134243845/yzXAoHRz_normal.jpg'],https://twitter.com/stuartlodge/status/686335263493066752
Atlas Shield,@atlas_shield,2016-01-10T23:48:42.000Z,"Atlas Shield
@atlas_shield
·
Jan 10, 2016",Aapl giveaway RT : Happy BDay beautiful!!!  Shakur thank you for the support over the years... I…  https://twitter.com/LakesideTT/status/686333094094323712…,,,,,[],https://twitter.com/atlas_shield/status/686333877732950016
Bill Carrigan,@investmentsheep,2016-01-10T23:47:58.000Z,"Bill Carrigan
@investmentsheep
·
Jan 10, 2016",Apple’s #AAPL long growth rate is slowing - visit post: http://gettingtechnicalinfo.blogspot.ca,,1,,1,[],https://twitter.com/investmentsheep/status/686333693833646081
TradingView Snaps,@snapsssss,2016-01-10T23:45:48.000Z,"TradingView Snaps
@snapsssss
·
Jan 10, 2016",AAPL - Food for thought.  $AAPL,,,,,['https://pbs.twimg.com/card_img/1638660641081704449/l_pkxVJ8?format=png&name=medium'],https://twitter.com/snapsssss/status/686333146825015296
LearnBonds.com,@LearnBonds,2016-01-10T23:35:59.000Z,"LearnBonds.com
@LearnBonds
·
Jan 10, 2016",Apple Inc. (AAPL) iPhone 7 Gets Wireless Beats Headphones $AAPL #Apple #iPhone7 http://learnbonds.com/125955/apple-inc-aapl-iphone-7-gets-wireless-beats-headphones/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitterUpdated…,,,,,[],https://twitter.com/LearnBonds/status/686330677877407748
pauljtest,@randomdevtest13,2016-01-10T23:33:33.000Z,"pauljtest
@randomdevtest13
·
Jan 10, 2016",The Week Ahead: Apocalypse...When? $AAPL http://dlvr.it/DDyZQC,,,,,['https://pbs.twimg.com/media/CYZVjqtUsAAY9FI?format=jpg&name=small'],https://twitter.com/randomdevtest13/status/686330064607121409
