date,news_headline
2020-11-25,"Shares of movie theater companies like AMC Entertainment (AMC) +5%, Cinemark (CNK) +3%, and IMAX (IMAX) gained after-hours on Tuesday after peer Cineworld (CNNWF), owner of the U.S. Regal cinema chain, secured"
2020-11-20,Canada's Cineplex (CPXGF) is now the third major North American cinema chain to reach a deal on a shorter release window with Universal Pictures (CMCSA +0.1%). That follows a recent
2020-11-18,"The vaccine developments have investors looking to a post-pandemic economy, with cash moving into recovery stocks and out of some stay-at-home favorites.Netflix ([[NFLX]], +0.2%) shares have seen some pressure this month,"
2020-11-17,"Cinemark (CNK) is up 4.5% after it became the second theater chain to come to a deal with Universal Pictures shortening the film release window for theaters, before movies head"
2020-11-16,Cinemark (CNK) has a deal with Universal Pictures (CMCSA) to shorten its theatrical window and put more movies into on-demand availability early. That marks the second theater chain to make
2020-11-16,"Comcast Corp's Universal Pictures and Cinemark Holdings Inc have reached an agreement that allows the studio's films to be made available in U.S. homes as soon as three weeks after they debut in theaters, the companies said in a statement on Monday."
2020-11-13,Gainers: [[AMC]] +8.8%. [[EPC]] +3.5%. [[MSP]] +3.3%. [[SNFCA]] +3.2%. [[PIC]] +2.9%.Losers: [[DHC]] -7.5%. [[FORM]] -5.8%. [[JOE]] -3.9%. [[AMT]] -3.7%. [[FOSL]] -3.1%.
2020-11-13,"AMC Entertainment (AMC) is jumping on volume after hours, now up 7.1%. That comes after a day where the stock was down but rallied to a 1% gain in the"
2020-11-13,"With a Christmas Day release now exactly six weeks away, a key decision is arriving for Warner Bros. (T +1.3%): What to do with Wonder Woman 1984, the last of"
2020-11-12,Just Energy Group (JE) -15% on FQ2 earnings release.eMagin (EMAN) -14% on Q3 earnings release.Vroom (VRM) -13% on Q3 earnings release.Urban One (UONE) -11% on Q3 earnings release.Fuel Tech (FTEK) -10%.U.S. Energy (USEG) -10%.Hyliion Holdings (HYLN) -10% on 9M earnings
2020-11-11,"On CNBC's ""Mad Money Lightning Round,"" Jim Cramer advised a viewer to buy Lithia Motors Inc (NYSE: LAD) instead of CarGurus Inc (NASDAQ:"
2020-10-27,"AMC Entertainment (AMC) shares are up 5.1% pre-market to $2.l89 after announcing that several theatres in Northern California, including San Francisco and the greater Bay Area, will reopen starting this Friday.The"
2020-10-27,"AMC locations in San Francisco County, Alameda County and Santa Clara County to reopen beginning October 30 Approximately 540 of AMC’s 600 theatres will be serving guests by the end of October Surveyed AMC"
2020-10-27,"AMC Entertainment (NYSE:AMC), the largest theatrical exhibitor in the United States, in Europe & the Middle East and the world, today announced that several AMC locations in Northern California, including San Francisco and the greater Bay Area, will resume operations beginning Friday, October 30. As a result of these openings, AMC expects to have approximately 540 of its 600-theatre circuit open and serving guests by the end of October."
2020-10-26,"Cinema stocks are broadly lower and dropping into the close - not only alongside the market downturn but also more analyst negativity, after Barrington Research downgraded its Outperform rating on"
2020-10-26,"AMC Entertainment (AMC) is 2.4% lower premarket after Citi lowered its price target, in reiterating its Sell rating. The firm cut its target to $3 from $4 (vs. last price"
2020-10-24,"With theaters still closed in its biggest markets, few new movies to screen, and patrons staying home, AMC Theatres is in dire trouble."
2020-10-23,"(Bloomberg) -- Studio Movie Grill Holdings, the theater chain where film-goers can order Sriracha chicken sliders and a Cruzan mango mojito right in the middle of the latest blockbuster, filed for bankruptcy on Friday after the Covid-19 pandemic kept audiences away.It’s another sign that the movie industry is caught in a downward spiral, with people staying home to avoid catching the disease, and studios holding back new films that might attract them. The biggest chain, AMC Entertainment Holdings Inc., has said it may run out of cash by the end of this year or early in 2021.“We plan to use this filing to strengthen our business by reducing liabilities and reposition SMG to emerge a stronger organization built for the future as we recover from the unparalleled impact of Covid-19,” Chairman Brian Schultz said in a letter on the company’s website.The outbreak forced SMG to temporarily close all its locations earlier this year. About a third of the company’s 33 theaters are still closed, according to its website; the rest are open for business as usual, it said.Secured lenders to the Dallas-based company agreed to provide a new loan to support its restructuring, according to the letter. Studio Movie Grill has assets between $50 million and $100 million and liabilities between $100 million and $500 million, according to its Chapter 11 petition.The case is Studio Movie Grill Holdings LLC, 20-32633-sgj11, U.S. Bankruptcy Court for the Northern District of Texas (Dallas).For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P."
2020-10-23,"AMC is a dreadful exposure for any REIT, but the more exposure a REIT has to AMC, the harder it will be.We expect AMC to go bankrupt and bearish on the name. When you expect a stock to go to $0, you should usually be bearish. That’s just common sense.EPR might recover, but will most likely face much lower rent levels on those assets. Potential tenants will be in a strong position to demand lower rents.NNN is only exposed to AMC on 3% of their portfolios, so the potential impact there would be much smaller."
2020-10-23,"A recent white paper from ARK Invest presented several ""bad idea"" industries that are being disrupted.One such industry was linear TV and a close cousin that wasn't mentioned is the movie theater industry which faces the same headwinds.COVID-19 is certainly accelerating the death of the movie theater industry, including AMC and Cinemark, but there are tons of other drivers as well."
2020-10-21,Regal Cinemas (CNWGY) is ready to reopen movie theaters in New York State - but not yet in New York City. The company will reopen 11 theaters after getting a
2020-10-20,"AMC Entertainment Holdings Inc , the world's largest theater chain, said on Tuesday it would raise cash through a share offering and was working hard to restructure its debt and avoid seeking bankruptcy protection."
2020-10-20,"Universal Pictures (CMCSA +0.4%), the studio that took center stage in cinemas' release-window debate during its release of Trolls World Tour straight to video, is throwing a bit of a"
2020-10-20,Gainers: VOXX International (VOXX) +23%. Natuzzi (NTZ) +20%. Drive Shack (DS) +16%. ECMOHO (MOHO) +14%. Lincoln Educational Services (LINC) +14%.Losers: Dogness (International) (DOGZ) -18%. Farmmi (FAMI) -16%. Renren (RENN) -14%. The9 (NCTY) -13%. AMC
2020-10-20,AMC (AMC) shares moved sharply lower after third quarter revenue guidance came in below expectations at $119.5 million.
2020-10-20,"Shares in AMC Entertainment are sinking 13% after the cash-strapped theater chain announced plans to sell another 15 million shares in a public offering but warned that the move might not be enough to shore up the liquidity needed to avert a debt restructuring.According to an SEC filing AMC (AMC) is seeking to sell up to 15 million shares of its Class A common stock par value $0.01 per share. The theater operator said it expects total revenues for the three months ended September 30 to be approximately $119.5 million down from the $1.32 billion recorded during the same period last year. Furthermore, AMC estimated that its cash and cash equivalents as of September 30 was $417.9 million.“The Company intends to use the net proceeds for general corporate purposes, which may include the repayment, refinancing, redemption or repurchase of existing indebtedness or working capital, capital expenditures and other investments,” AMC stated in the SEC filing. “In the event the Company determines that these sources of liquidity will not be available to it or will not allow it to meet its obligations as they become due, it would likely seek an in-court or out-of-court restructuring of its liabilities, and in the event of a future liquidation or bankruptcy proceeding, holders of the Company’s Common Stock would likely suffer a total loss of their investment.”Earlier this year, AMC was forced to close its movie theaters worldwide and temporarily suspend operations as a result of the global lockdowns triggered by the coronavirus outbreak. As of last week, the company has resumed operations at 519 of its 598 US theaters, with limited seating capacities of between 20% and 40%. AMC disclosed that since the resumption of operations in its US markets, it recorded about 2.6 million guests as of October 16, representing a same-theatre attendance decline of about 85% compared to the same period a year ago.Shares in AMC have been hit hard and have plunged 58% so far this year, with analysts sidelined on the stock. The Hold consensus splits into 4 Holds vs 1 Sell. Meanwhile, the $5.17 average analyst price target implies a promising 67% upside potential in the shares over the coming year.B. Riley analyst Eric Wold last week maintained a Hold rating on the stock with a $4.50 price target.“Given the unlikely ability to complete any additional debt financings, we would expect continued dilution under additional equity offerings and/or minority investments in the company's equity,” Wold wrote in a note to investors. “While we acknowledge that a Neutral stance for AMC shares may be too optimistic given our continued liquidity concerns, we also believe that should the major US markets yet to reopen given the green light in the near-term, both the reaction to the company's share price and ability to secure capital could be extremely positive.” (See AMC stock analysis on TipRanks)Related News: AMC Dips 6% Amid Cash Crunch Warning Visa Nabs Strategic Stake In UK Fintech Company GPS Atlassian Pops 9% On Accelerated Cloud Shift; Analyst Says Buy More recent articles from Smarter Analyst: * Crown Holdings Posts 3Q Profit Win, Initiates Dividend Pay * Activist Investor Starboard Ramps Up ACI Stake To 9%; Shares Rise * UBS Rises As Quarterly Profit Pops 99%; Street Sees 22% Upside * Simmons’ 3Q EPS Beats Estimates; Analyst Sticks To Buy"
2020-10-20,"Companies in the news are: ONB, AMC, OSUR, BSRR"
2020-10-20,"AMC Entertainment Holdings Inc., the world’s largest cinema chain, agreed to sell as many as 15 million shares of its stock while warning investors that it may need to file for bankruptcy, leaving its equity worthless."
2020-10-20,"AMC says attendance at its theaters is down 85% from a year ago, and it says it could run out of cash by year's end or early 2021."
2020-10-20,"AMC Entertainment (AMC) expects Q3 total revenues to be ~$119.5M from $1,316.8M for 3Q19, vs. consensus of $155.26M."
2020-10-20,"AMC Entertainment Holdings Inc, the world's largest theater chain, said on Tuesday it expects existing cash resources to be largely exhausted by the end of this year or early 2021."
2020-10-19,"AMC Entertainment Holdings Inc , the world's largest theater chain, said on Monday it plans to open more cinemas in the United States this week, offering some hope to an industry hammered by pandemic restrictions and sending its shares up 24%."
2020-10-19,Shares of AMC Entertainment Holdings Inc. and other movie-theater chains surged on Monday after New York Governor Andrew Cuomo announced that some theaters in the state would be able to reopen.
2020-10-19,"Shares of AMC Entertainment Holdings are soaring 14% after the largest US theatre chain announced plans to reopen about a dozen of its movie theatre locations in New York state, primarily in portions of Upstate New York and on Long Island, starting from Oct. 23. The move came after New York Governor Andrew Cuomo said on Saturday that “movie theaters outside of New York City can reopen at 25% capacity under state guidance starting October 23.”AMC (AMC) said that “Beginning Friday, AMC will be serving guests in 44 of the 45 states where it has theatres, and all these AMC locations will abide by all state and local ordinances.” The company also expects to reopen more than 530 theatres in the US by the end of October.Last week, AMC had warned of a potential cash shortage, if the movie theatres continued to remain closed. The company stated in a SEC filing that “Given the reduced movie slate for the fourth quarter, in the absence of significant increases in attendance from current levels or incremental sources of liquidity, at the existing cash burn rate, the Company anticipates that existing cash resources would be largely depleted by the end of 2020 or early 2021.” (See AMC stock analysis on TipRanks)On Oct. 13, B. Riley Financial analyst Eric Wold said that “should the major US markets yet to reopen given the green light in the near-term, both the reaction to the company’s share price and ability to secure capital could be extremely positive.” The analyst maintained a Hold rating and a price target of $4.50 (48% upside potential) on the stock.Currently, the Street is also sidelined on the stock. The Hold analyst consensus is based on 4 Holds and 1 Sell. Given the year-to-date share price decline of 54.7%, the average price target of $5.17 implies upside potential of about 70.1% to current levels.Related News: AMC Dips 6% Amid Cash Crunch Warning Visa Nabs Strategic Stake In UK Fintech Company GPS Atlassian Pops 9% On Accelerated Cloud Shift; Analyst Says Buy More recent articles from Smarter Analyst: * Lennox Boosts 2020 Outlook; Street Says Hold * Smart Global To Buy Cree’s LED Business For $300M * ConocoPhillips Snaps Up Rival Concho in $9.7B Deal; Shares Advance * AstraZeneca Gets EU Recommendations For Heart Failure, Lung Treatments"
2020-10-19,"AMC Entertainment (AMC) saw a big move last session, as its shares jumped more than 9% on the day, amid huge volumes."
2020-10-19,AMC Entertainment shares jumped on Monday after the company said it would begin opening some movie theaters in New York state.
2020-10-19,AMC Entertainment (AMC) says it will resume operations on October 23 in New York.Moviegoers in Long Island and portions of upstate New York will be able to return to AMC
2020-10-16,Gainers: Summer Infant (SUMR) +23%. Jumia Technologies (JMIA) +16%. AMC Entertainment Holdings (AMC) +15%. Forward Industries (FORD) +15%. Natuzzi (NTZ) +13%.Losers: Calyxt (CLXT) -20%. Takung Art Co. (TKAT) -18%. Del Taco Restaurants (TACO) -18%.
2020-10-15,"AMC recently announced that it may run out of cash by year-end if it does not raise sufficient liquidity.The company's theater attendance is down 85% year-over-year despite most of its operations being reopened.As I wrote about in January, AMC has been headed toward bankruptcy for years due to excessive debt and a long-term decline in U.S. ticket volumes.AMC has already pursued debt and equity financing and may do so again, but this may just be prolonging the inevitable."
2020-10-14,"The largest movie-theater chain operator is scrounging for cash. Its best bet may be an infusion by a private-equity firm or other large investor, B. Riley’s Eric Wold says."
2020-10-14,"Toward the end of trading Wednesday, the Dow traded down 0.45% to 28550.31 while the NASDAQ fell 0.75% to 11775.45. The S&P also fell, dropping 0.56% to 3,492.39."
2020-10-14,"AMC Entertainment Holdings Inc may need to raise additional capital as an option, either entirely or mostly through equity, the CEO of the cinema operator, Adam Aron, told Reuters late on Tuesday."
2020-10-14,Gainers: Interpace Biosciences (IDXG) +41%.Allscripts Healthcare Solutions (MDRX) +31%.Replimune Group (REPL) +27%.VOXX International (VOXX) +25%.AnaptysBio (ANAB) +22%.NIO (NIO) +20%.OncoCyte (OCX) +20%.Panhandle Oil and Gas (PHX) +16%.RealNetworks (RNWK) +14%.Oblong (OBLG) +13%.Losers: Cyclerion Therapeutics
2020-10-14,"Midway through trading Wednesday, the Dow traded up 0.01% to 28683.10 while the NASDAQ rose 0.11% to 11,876.67. The S&P also rose, gaining 0.06% to 3,514.04."
2020-10-14,Gainers: VOXX International (VOXX) +22%. NIO (NIO) +21%. Electrameccanica Vehicles (SOLO) +17%. RealNetworks (RNWK) +14%. Li Auto (LI) +11%.Losers: Lazydays Holdings (LAZY) -15%. AMC Entertainment Holdings (AMC) -14%. Wah Fu Education Group (WAFU) -10%. Tantech Holdings
2020-10-14,"Following the market opening Wednesday, the Dow traded up 0.25% to 28751.55 while the NASDAQ rose 0.28% to 11,897.16. The S&P also rose, gaining 0.25% to 3,520.75."
2020-10-14,Cyclerion Therapeutics (CYCN) -41% after Phase 2 STRONG-SCD study results in patients with Sickle Cell Disease.Sorrento Therapeutics (SRNE) -12%.Aethlon Medical (AEMD) -11%.Enzo Biochem ENZ -10% on FQ4 earnings results.Auris Medical Holding (EARS) -10%.SOS  (SOS) -10%.Ocular Therapeutix
2020-10-14,Bloomberg last night reported AMC Entertainment (AMC) as mulling a bankruptcy filing as it looks at a range of options to respond to the vanishing of its business. The company's
2020-10-14,"Listen on the go! A daily podcast of Wall Street Breakfast will be available by 8:00 a.m. on Seeking Alpha, iTunes, Stitcher and Spotify. Sizing up bank earnings Investors are hoping for lower loan provisions and higher trading revenues as Goldman Sachs (GS) and Bank of America (BAC) announce Q3 results this morning. Wells Fargo (WFC) is also due to report, but without a significant trading operation like its Wall Street peers, the focus will be on how its customers are spending or saving during the COVID-19 pandemic. On Tuesday, Citigroup's (C) outgoing CEO Mike Corbat came under fire over"
2020-10-14,"The world’s biggest chain of theaters - AMC Entertainment Holdings Inc (NYSE: AMC) is mulling options for respite from debt, that includes potential bankruptcy, reports Bloomberg</"
2020-10-14,"AMC Entertainment Holdings Inc may need to raise additional capital either entirely or mostly through equity, its CEO told Reuters late Tuesday, as the cinema operator grapples with the impact of the coronavirus pandemic."
2020-10-13,AMC Entertainment Holdings Inc. is considering a range of options that include a potential bankruptcy to ease its debt load as the pandemic keeps moviegoers from attending and studios from supplying films.
2020-10-13,"(Bloomberg) -- AMC Entertainment Holdings Inc. is considering a range of options that include a potential bankruptcy to ease its debt load as the pandemic keeps moviegoers from attending and studios from supplying films.Lenders to the world’s biggest cinema chain have held preliminary talks among themselves about providing the movie-theater company with financing if it decides to file for Chapter 11 court protection, according to people with knowledge of the matter. The fresh cash would keep AMC in business while it crafts a recovery plan, the people said.No formal proposals have been exchanged with AMC, said the people, who asked not to be identified discussing a private matter. The situation remains fluid and plans could change, depending on negotiations and market conditions, the people said. This includes the impact of the coronavirus, with ticket sales suffering because state and local officials are urging moviegoers to stay home.Other OptionsA representative for Leawood, Kansas-based AMC declined to comment. AMC said in a filing Tuesday that cash could run out by the end of this year or early next year if attendance doesn’t pick up, and it’s exploring actions to boost liquidity that include asset sales, renegotiating leases, joint ventures and debt or equity financing. There’s significant risk that its efforts will fall short or fail, AMC warned.Lenders are getting advice from lawyers at Gibson Dunn & Crutcher and bankers at Greenhill & Co., Bloomberg previously reported.Cinema chains are facing a chicken-and-egg problem with no near-term solution: As local capacity restrictions and audience skittishness keep U.S. theaters largely empty, studios are delaying most of their major film releases into 2021 and beyond, which gives consumers still less reason to buy tickets.AMC’s attendance since the resumption of business in the U.S. is down about 85% from the same period a year ago, the company said.For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P."
2020-10-13,"Chalk up another ""loss for movie theaters-slash-win for streaming,"" as Deadline reports Amazon.com (AMZN) has closed a deal to take over Eddie Murphy sequel Coming 2 America from a theatrical"
2020-10-13,The following originally appeared on CapitalWatch
2020-10-13,"While AMC has managed to reopen 83% of its domestic theaters since lockdowns eased, it still can’t open in some of its most lucrative locations."
2020-10-13,AMC Warns Cash May Run Short by Year-End Amid Attendance Plunge
2020-10-13,"Since resuming operations in the United States, AMC's (AMC) same-theatre attendance has declined about 85% compared to the prior year's period.As of October 9, AMC had resumed operations at 494 of"
2020-10-13,"Since resuming operations in the United States, AMC's (AMC) same-theatre attendance has declined about 85% compared to the prior year's period.As of October 9, AMC had resumed operations at 494 of"
2020-10-12,"Stocks with the highest short interest are among the strongest performers over the past month.Retail, Restaurants, and Real Estate are the top targets for short-sellers.Most of these companies have been hit hard by COVID-19 ramifications and are struggling to stop the bleeding.Overall, it seems most high short-interest companies are headed lower in the long-run, but the 'squeeze factor' may continue to temporarily push them higher.Short sellers may want to look away from these companies toward less-crowded short opportunities."
2020-10-12,"Latest delays have left the movie-release calendar ""increasingly barren,"" B. Riley FBR says in cutting price targets on theater companies amid the ongoing low visibility into prospects for the industry."
2020-10-12,"A coronavirus rapid test co-developed by Israel and India that detects COVID-19 virus infection in less than a minute could be rolled out in a ""matter of days,"" reports the Jerusalem Post."
2020-10-11,"The Past Week, In A Nutshell What Happened: Last week ended positive alongside progress in stimulus talks."
2020-10-11,This weekend's Barron's cover story discusses why the lagging industrials could be poised for a decade of outperformance. Other featured articles discuss how American manufacturing can be reinvigorated and the coming wave of consolidation in investment management.
2020-10-10,"Big banks will lead off the Q3 earnings season next week with investors likely to see more surprises than normal due to the uncertainty of forecasting numbers amid a pandemic. Of note, the 12 largest U.S. banks are all forecast to report a profit. Overall, Q3 profit for S&P 500 companies is forecast to be down 21% Y/Y to improve on the 31% drop recorded in Q2. On the event calendar, Apple's (AAPL) iPhone reveal and Zoom Video's (ZM) two-day Zoomtopia stand out. Economic highlights in the week ahead include the consumer price report, the latest Philadelphia Fed Index reading"
2020-10-10,"The delay of the new James Bond movie release, No Time to Die, appears to have been the straw that broke the movie theater's back.I'm kind of bummed, because I'm a huge ""007"" fan.You can tell that based on this article’s title, Live and Let Die, which is my all-time favorite movie."
2020-10-09,"It was a rough week for the entertainment industry as Broadway extended its coronavirus shutdown, and big releases got pushed out further on the calendar."
2020-10-09,"MoffettNathanson is joining in with analysts cutting U.S. box-office projections, pointing to a murky view of when attendance can recover. As with MKM Partners earlier, it expects 2020 domestic box"
2020-10-09,Cinema stocks are lower today after MKM cut targets - reflecting the dawning realization that there's no salvation for the sector until major markets come back. Despite steadily growing reopenings
2020-10-09,This week has down with 6 IPOS scheduled for Thursday and Friday.
2020-10-08,"With plans to open 14 locations in Washington state next week, AMC Theatres (AMC) looks to bring its open locations to 520 of 600. That comes as Washington is the"
2020-10-08,More potential blockbuster movies have reset release dates from later this year until 2021.The refinancing in July was a scheme that allowed noteholders to move ahead of landlords for potential recoveries under a reorganization plan.AMC is extremely leveraged with $5.24 billion in corporate borrowing.Even controlling shareholder Wanda could be wiped out under a Ch.11 reorganization plan.Shorting AMC could be a way to partially neutralize a portfolio from the negative impact of Covid-19.
2020-10-06,"Universal Pictures (CMCSA) is next up to delay a big-budget film release, pushing Jurassic World: Dominion to June 2022. That's notably different from recent fall-calendar shuffles (like delays for Dune"
2020-10-06,"AMC Entertainment, the largest theater chain in the world, said on Tuesday most of its theaters in the United States and Europe would remain open, with several movie releases lined up for October and November."
2020-10-06,"2020 has been anything but a fairy tale for the movie and entertainment industry. With COVID-19 forcing many movie theaters to close their doors in the first half of the year, 2020 North American box office is trending down 78.4% to $1.90 billion year-to-date compared to 2019.Adding insult to injury,"
