date,news_headline
2020/08/31,Zoom Boosts Outlook as Sales Surge in Shift to Remote Work
2020/09/01,Zoom Shares Jump After Company Reports Surging Demand
2020/09/03,Beyond Zoom Etiquette: 21 Rules for Using Tech Now
2020/09/04,"Offices, Zoom, Home-Schooling: How to Dress for Our New Reality"
2020/09/08,How to Hold Your Own in Zoom Meetings
2020/09/11,Children’s Books: Bedtime Lessons for the Zoomed-Out Kid 
2020/09/15,Tradition Clashes With Zoom Over How to Properly Honor Your Ancestors
2020/09/20,The Science Behind WFH Dressing for Zoom
2020/09/26,"How to Dress for a Zoom Interview, and Other Workwear Dilemmas, Solved"
2020/09/28,The Boss Says It’s OK to Take a Break From Zoom. Why Are You Still on Video Calls? 
2020/10/02,Enough of Zoom—Office Happy Hours Return
2020/10/08,"During a Zoom Frog Dissection, Students Posted Vomit Emojis. Welcome to the Virtual Field Trip."
2020/10/12,Zoom Will Need to Start Phoning It In 
2020/10/16,Look Who’s Really Chasing Hot Stocks Like Zoom
2020/10/19,Zoom Seeks Ways to Earn From Its Pandemic-Fueled Mass Appeal
2020/10/20,Zoom’s CFO Looks to OnZoom to Grow Revenue Opportunities
2020/10/22,"TikTok Studios, Zoom Rooms and Co-Working Spaces Are the New Must-Have Home Amenities"
2020/10/27,Parents Become Remote-School Zoom Bombers 
2020/11/02,Why Designer Aurora James Wears Heels for Zoom Date Nights
2020/11/03,Zoom Video Tackles Tricky Role of Policing Its Service
2020/11/07,"Yes, You Can Get Exercise Ballroom Dancing Over Zoom"
2020/11/09,Zoom to Get Closer Scrutiny Under FTC Settlement 
2020/11/11,New Yorker Fires Jeffrey Toobin After Zoom Incident
2020/11/12,"Zoom, Delta, Moderna: What to Watch When the Stock Market Opens Today"
2020/11/13,"Pfizer, McDonald’s, Zoom: Stocks That Defined the Week"
2020/11/15,‘The Zoom Boom’: Asia Leads the World in Covid-19 Economic Recovery
2020/11/24,How to Have Thanksgiving Over Zoom
2020/11/24,Rules for Zoom Thanksgiving: How to Handle Family (and Touch Football) at a Virtual Holiday
2020/11/24,A Zoom Thanksgiving Using Techniques From Working Remotely
2020/11/26,How the Snail-Mail Renaissance Is Soothing Americans Tired of Zoom
2020/11/27,"Slack Missed Out on Pandemic’s Zoom Boom, Leaving It Vulnerable "
2020/11/29,Do You Have E-Charisma on Zoom? Here’s How to Get It
2020/11/30,Zoom Fatigue Sets In Early
2020/11/30,Zoom’s Pandemic-Fueled Boom Continues
2020/12/01,"Zoom, Tesla, Moderna: What to Watch When the Stock Market Opens Today"
2020/12/03,Those Bogus Bookcases for Zoom Calls Aren’t Fooling Anybody
2020/12/04,"Chevron, General Motors, Zoom, AT&T: Stocks That Defined the Week"
2020/12/06,"Five Pricing Moves Companies Made in 2020, From Zoom to Peloton "
2020/12/12,How 79-Year-Old Martha Stewart Stays Zoom-Ready
2020/12/14,Did Catherine Deneuve Design the Ultimate Zoom Shirt?
2020/12/18,Zoom Executive Charged With Disrupting Tiananmen Memorials
2020/12/20,"Alacazoom! Magic Acts Disappear from Theaters, Reappear Online"
2020/12/21,"Tesla, Zoom, Nike: What to Watch When the Stock Market Opens Today"
2021/01/06,"Forget Uber, Zoom Might Be the Real Threat to Car Sales"
2021/01/12,Zoom Fills Its War Chest as Pandemic’s End Nears 
2021/01/12,Zoom Aims to Raise $1.5 Billion Via Stock Offering 
2021/01/17,Zoom CFO Opts for Equity Raise Instead of Debt Sale to Keep Options Open 
2021/01/27,"In a Waist-Up World, $900 Luxe Sweaters Are Zoom Status Symbols"
2021/02/03,"Zoom Launches Tools Focused on Post-Lockdown Health, Safety "
2021/02/19,Zoom Shirts Are Out. Zoom Fashion Is In.
2021/02/19,Zoom Beauty: How to Upgrade Your Skin Care
2021/02/20,"When Zoom Couldn’t Cut It, Dad Took Over Gym Class"
2021/02/28,"Animals Make Corporate Zoom Calls Bearable, if You Don’t Mind the Spit"
2021/03/01,Zoom’s Happy Hour Isn’t Over Yet
2021/03/01,Zoom Foresees Robust Growth Even as Pandemic Pressures Ease
2021/03/01,Companies Zoom In on Small Shareholders Amid Retail Trading Frenzy 
2021/03/02,"Zoom, Nielsen, GameStop, Target: What to Watch When the Market Opens"
2021/03/08,Zoom CEO Transfers $6 Billion of His Shares
2021/03/08,"Gmail, Zoom or Slack? How to Pick a Communication Tool That Fits the Situation"
2021/03/09,Zoom Fatigue: The Differing Impact on Introverts and Extroverts
2021/03/17,Ringo Starr Readies His Lockdown Project: A Mini-Album Titled ‘Zoom In’
2021/03/22,Zoom Wants You to Zoom Even When Using Other Companies’ Apps
2021/03/26,Abraca-Zoom: Why Virtual Magic Shows Are The Hottest Ticket in Town
2021/04/14,When CEOs Zoom for Democrats
2021/05/04,Jamie Dimon on Booming Economy and Finally Getting Off Zoom
2021/05/04,Even the CEO of Zoom Says He Has Zoom Fatigue
2021/05/05,Zoom Beefed Up Compliance Team During Pandemic 
2021/06/01,"Zoom Reports Customer Growth in Latest Quarter, Raises Expectation"
2021/06/01,"AMC, Cloudera, GameStop, Zoom: What to Watch When the Market Opens"
2021/06/02,"Dogecoin, AMC, Zoom, StoneCo: What to Watch When the Stock Market Opens Today"
2021/06/02,Zoom Is Getting Back to Business 
2021/06/04,"AMC, Tesla, Zoom: Stocks That Defined the Week"
2021/06/08,"Are You Over Zoom Meetings, Too? Let’s Talk"
2021/07/02,The Zoom Revolution Empowers Women to Speak Up
2021/07/07,"Bank Stocks in Europe Zoom Higher, Rewarding Bargain Hunters"
2021/07/11,Women Didn’t Need Zoom to Speak Up in the Office
2021/07/13,ZoomInfo Technologies Using New Financing to Help Pay for AI Startup 
2021/07/19,Zoom Really Gets Back to Business 
2021/07/19,"Zoom Video, Five9, Exxon, IBM: What to Watch When the Stock Market Opens Today"
2021/07/19,Zoom to Buy Five9 in $14.7 Billion Deal
2021/07/20,Too Many Zoom Meetings? ‘Core Hours’ Keep Some Remote Workers Productive and Sane 
2021/07/23,"Chipotle, Apple, Zoom, Intel: Stocks That Defined the Week"
2021/08/30,"Zoom Hits $1 Billion in Quarterly Revenue, but Shows Signs of Easing Growth"
2021/08/30,"Support.com, Zoom, Hill-Rom: What to Watch When the Stock Market Opens Today"
2021/08/31,Zoom’s Stock Should Stay on Mute 
2021/08/31,"Zoom Video, AMC, CrowdStrike: What to Watch When the Stock Market Opens Today"
2021/09/01,"Nio, CrowdStrike, Zoom Video, Campbell Soup: What to Watch When the Stock Market Opens Today"
2021/09/04,Not Even ‘Gossip Girl’ Can Kill the Zoom-Era Headband
2021/09/04,"Stand Out at Work, Even if You’re Still in a Zoom Box"
2021/09/08,ZoomInfo Simplifies Shareholder Structure to Attract New Investors
2021/09/15,Zoom Follows Workers Back to the Office With a Video Booth 
2021/09/21,Zoom Is a Verb—and a Target
2021/09/21,Zoom’s Nearly $15 Billion Deal for Five9 Probed by U.S. Government Over China Ties
2021/09/30,Zoom’s Acquisition of Five9 Is Scrapped
2021/10/01,Zoom Enters an Awkward Phase 
2021/10/13,We Mastered Zoom From Home. Just Wait for Hybrid-Office Zoom.
2021/10/29,"Zoom, Slack, Google Hangouts and More: The Hidden Risks of Remote Work"
2021/10/29,Why Zoom Fatigue Is Worse Among Women and New Employees
2021/11/04,Toyota Profit Zooms Past Chip Shortage
2021/11/07,Stuck Between Zoom School and High Tuition in Michigan
2021/11/22,Zoom Shares Skid as Sales Growth Slows 
2021/11/22,"Astra Space, Vonage, Rivian, Zoom Video: What to Watch in the Stock Market Today"
2021/11/23,"Zoom, Urban Outfitters, Royalty Pharma: What to Watch in the Stock Market Today"
2021/11/23,Zoom Has Some Unhappy Hours Remaining
2021/11/26,"Investors Go Back to Their Early-Covid-19 Playbook: Buy Zoom and Peloton, Dump Travel "
2021/11/26,How to Build Stronger Relationships With Colleagues in the Zoom Era
2021/11/26,"Zoom Video, Carnival, Peloton, Moderna: What to Watch in the Stock Market Today"
2021/12/06,CIO Remote-Work Checklist Zooms Beyond Videoconferencing 
2021/12/08,Omicron Variant Sends Some Office Holiday Parties Back to Zoom
2021/12/09,Better.com CEO Apologizes for ‘Blundered’ Zoom Firings
2021/12/10,Better.com CEO to Take Time Off After Zoom Firings
2022/01/19,ZoomInfo Adds Former U.K. Data-Protection Regulator as Compliance Chief 
2022/01/19,The CEO Who Fired 900 People on Zoom Is Back
2022/02/18,Zoom Can’t Catch a Break
2022/02/25,Zoom Has Some Tough Calls to Make
2022/02/28,Zoom’s Sales Growth Slows as Retreat From Pandemic High Continues
2022/03/01,"Novavax, Lucid, Zoom Video, AMC, Target: What to Watch in the Stock Market Today"
2022/03/08,Better.com to Lay Off More Employees—This Time Not on Zoom
2022/04/21,Zoom Fatigue Boosts the Recovery in Corporate Flying—for Now
2022/05/08,"Gmail, Slack, Zoom and More—At-Work Tech Rules for New Grads and Everyone Else"
2022/05/23,Zoom Sales Growth Slows as Pandemic Boom Wanes 
2022/05/24,Zoom Still Needs the Little People
2022/06/06,Zoom School Was No Education for My Math Students
2022/07/08,McLaren Speedtail: A $3 Million Zoom With a View
2022/07/25,Warren Buffett-Backed Chinese Car Maker BYD Zooms Past Rivals
2022/08/23,Zoom Can’t Escape Its Own Shadow
2022/09/01,Zoom Wants to Get Back in the Office. But Not to Work.
2022/09/13,Avance Co-Founders Raise $1.1 Billion Debut Fund Over Zoom
2022/10/11,LGBT Couples From China Say ‘I Do’ in Utah Over Zoom
2022/11/16,Markets Zoom Toward Collision With the Fed
2022/11/22,Zoom Stuck in Single-Digit Purgatory for a While
