date,news_headline
12/22/2021,Pinterest Stock Will Have a Better 2022 Despite Recent Worries
12/22/2021,Hybrid Working Gaining Momentum: Focus on These 4 Tech Stocks
12/21/2021,"Column-In 2021, we were all Zoom cat lawyer: Greene"
12/21/2021,Portugal Government Says People Must Work From Home Starting Next Monday
12/21/2021,"BRUNDIDGE & STANGER, P.C. Announces Multi-Patent Infringement Litigation against Zoom Video Communications, Inc. (NASDAQ: ZM) on behalf of Cyph, Inc."
12/21/2021,2 Reasons to Sell Docebo Stock
12/20/2021,3 Stocks to Buy Into Year End In Spite of Sour Sentiment
12/20/2021,New York City Public Hospitals Move In-Person Outpatient Visits Virtual; Watching Remote Work Stocks
12/20/2021,"BofA Names Zoom, Devon Energy as Best of Breed Stocks"
12/20/2021,Zoom Video Communications Whale Trades For December 20
12/20/2021,"Stock Market News for Dec 20, 2021"
12/20/2021,Exceptional Financials and New Opportunities Should Stop Zoom's (NASDAQ:ZM) Decline
12/20/2021,DJ Pandemic Trades Roar Back: What to Watch When the Stock Market Opens Today
12/20/2021,Here's My Top Stock to Buy for 2022 and Beyond
12/20/2021,Read Why This Zoom Executive Remains Bullish Over Prospects Despite Pandemic Recovery
12/19/2021,Zoom Stock: Bull vs. Bear
12/19/2021,3 Favorite Growth Stocks for 2022
12/18/2021,Peering Into Zoom Video Communications Inc - Class A's Recent Short Interest
12/18/2021,1 Great Tech Stock to Own During a Recession
12/17/2021,Zoom Video Communications Inc (ZM) CEO Eric S. Yuan Sold $17.2 million of Shares
12/17/2021,Cheap Stocks To Buy: Should You Watch These 5 Growth Stocks?
12/17/2021,Is the Omicron Surge Helping These 2 Nasdaq Stocks Recover?
12/17/2021,Why Zoom Stock Surged Today
12/17/2021,Read Why Goldman Sachs Is Neutral On Zoom
12/17/2021,1 Top Tech Stock That's a Bargain Right Now
12/17/2021,Here's Why Zoom Is a Fantastic Stock to Buy and Hold in 2021 and Beyond
12/17/2021,4 Fast-Growing Stocks Billionaires Can't Stop Buying
12/16/2021,"LIVE MARKETS-Wall Street nurses Fed hangover, tech drags the party down"
12/16/2021,LIVE MARKETS-Only chase Fed sugar high with some caution
12/16/2021,These companies' values soared since the start of Covid-19
12/16/2021,LIVE MARKETS-Stunning 2021 IPO market a tough act to follow
12/16/2021,Zoom's Q3 Earnings: 3 Investors Weigh In
12/16/2021,3 Investors Weigh In on Fed Chair's Reappointment and What It Means for Buying Stocks
12/16/2021,Top Takeaways From Zoom's Q3 Earnings Report
12/16/2021,"VIP Technology Portfolio Buys Teradyne Inc, Zoom Video Communications Inc, Netflix Inc, Sells ..."
12/16/2021,5 Top Growth Stocks I'm Buying To Kick Off 2022
12/16/2021,DJ Zoom Video Communications Price Target Announced at $200.00/Share by Goldman Sachs
12/16/2021,DJ Zoom Video Communications Initiated at Neutral by Goldman Sachs
12/16/2021,"Goldman Sachs Initiates Coverage On Zoom Video Communications with Neutral Rating, Announces Price Target of $200"
12/16/2021,Should Investors Sell Stocks to Buy More Stocks?
12/15/2021,California public companies added more women than men to their boards in 2021. Here's why.
12/15/2021,How Zscaler Trounced Estimates in Its Q3 Report
12/15/2021,"'Princeton Moves Finals Online, Cancels Events Amid Omicron Spike, Following Cornell' -New York 4 Report"
12/15/2021,CORRECTED-EXCLUSIVE-Zoom has joined tech industry counterterrorism group
12/15/2021,Is Peloton Stock a Bargain Buy Today?
12/15/2021,Zoom has joined tech industry counterterrorism group
12/15/2021,Exclusive-Zoom has joined tech industry counterterrorism group
12/15/2021,"Zoom Stock: Buy, Sell, or Hold in 2022?"
12/14/2021,"VanEck Social Sentiment ETF Buys BlackBerry, AMC Entertainment Holdings Inc, Pfizer Inc, Sells ..."
12/14/2021,10 Micro-Cap Stocks to Buy According to Cathie Wood
12/14/2021,Doximity downgraded to underweight at JP Morgan on short-term concerns; shares down 7%
12/14/2021,"Asana Stock Is a Contrarian Buy, But This Dip Takes the Edge Off"
12/14/2021,"4 Growth Stocks With 119% to 189% Upside in 2022, According to Wall Street"
12/13/2021,What Are Whales Doing With Zoom Video Communications
12/13/2021,Analyst Ratings For Zoom Video Communications
12/13/2021,DJ Zoom Video Communications Is Maintained at Equal-Weight by Wells Fargo
12/13/2021,DJ Zoom Video Communications Price Target Cut to $200.00/Share From $245.00 by Wells Fargo
12/13/2021,"Wells Fargo Maintains Equal-Weight on Zoom Video Communications, Lowers Price Target to $200"
12/13/2021,These companies dominated 2021
12/13/2021,Top 5 tech stocks for 2022
12/13/2021,2 Potentially Explosive Stocks to Buy in December
12/13/2021,New Investor? Consider Buying These 2 Unstoppable Growth Stocks
12/13/2021,Elon Musk Takes A Dig At F1 Zoom Sponsorship
12/11/2021,Could Zoom Stock Go Up 400% Over the Next Decade?
12/11/2021,Zoom Video Communications Inc (ZM) CFO Kelly Steckelberg Sold $1.3 million of Shares
12/11/2021,This Self-Storage Operator Just Made a $1.7 Billion Acquisition
12/11/2021,"Penn Series Large Core Growth Fund Buys Roblox Corp, Airbnb Inc, Danaher Corp, Sells Amazon. ..."
12/10/2021,Should Investors Consider Confluent Stock?
12/10/2021,10 Cloud Computing Stocks to Buy According to Cathie Wood
12/10/2021,BRIEF-Filo Co Received Funding As Part Of Second Batch Of Investments From Zoom Apps Fund
12/09/2021,"Zoom handed out a new round of investments from its $100M app fund, including to 6 Bay Area startups"
12/09/2021,Why Zoom Video Communications Stock Crashed Last Month
12/09/2021,Nashville startup Clovers receives investment from Zoom
12/09/2021,10 Best Stocks to Buy Now According to Quant Billionaire Jim Simons’ Fund
12/09/2021,Looking for Tech Stocks? These 3 Are Great Buys
12/09/2021,Wall Street investor Cathie Wood is back with yet another new ETF
12/09/2021,"Amid the 'Great Resignation', Could Companies Start Adopting the 4-Day Workweek?"
12/09/2021,Could the 4-Day Workweek Solve the Labor Crisis?
12/08/2021,3 Stocks to Buy as 'The Great Resignation' Steams Ahead
12/08/2021,Annie Leibovitz Surveys Fashion Work In 'Wonderland' Book: 'I Believe In A Sense Of Place'
12/08/2021,"Homrich & Berg Buys Vanguard Total Bond Market ETF, BTC iShares Core MSCI EAFE ETF, Global ..."
12/08/2021,Better CEO Apologizes After Backlash From Mass Firing On Zoom Of 900 Employees
12/08/2021,"OSI ETF Trust Buys Sea, Digital Turbine Inc, Roblox Corp, Sells Tencent Holdings, Booking ..."
12/08/2021,4 of ARK Invest's Top 5 Stocks Are Down More Than 20% Since This Happened
12/08/2021,From Lucid To ChargePoint -- 3 Renewable Growth Stocks Worth Buying in 2022
12/08/2021,Roku soars on new deal with Google to keep streaming YouTube
12/07/2021,"Do Hedge Funds Love Zoom Video Communications, Inc. (ZM)?"
12/07/2021,Cathie Wood’s ARK Portfolio: Top 15 Losers
12/07/2021,2 Top Metaverse Stocks Ready for a Bull Run
12/06/2021,"The Funded: Genesys' valuation just hit $21B, thanks to Salesforce, Zoom and ServiceNow"
12/06/2021,Microsoft will raise Office prices 20% unless customers have annual subscriptions
12/06/2021,3 Stocks to Buy into 2022 Despite Wall Street Jitters
12/06/2021,American Express' (AXP) GBT to Go Public at a Valuation of $5.3B
12/06/2021,"What we get right, and wrong, with our Company of the Year"
12/06/2021,Genesys Gains $21 Billion Valuation in Latest Funding Round
12/06/2021,DJ Gensys Draws $21 Billion Valuation As Salesforce Venture Unit Leads Investment Round -- MarketWatch
12/06/2021,BRIEF-Genesys Raises $580 Million In Funding At $21 Billion Valuation
12/06/2021,DJ DocuSign Stock Edges Higher. Cathie Wood's ARK Bought Friday's Flop. -- Barrons.com
12/06/2021,Cathie Wood Sells More Shares In Tesla And Buys The Crash In DocuSign On Friday; Here Are Other Key Trades
12/05/2021,How Much Would You Pay For Lunch With Pershing Square Capital Management's Bill Ackerman?
12/05/2021,Tech Sell-Off: My Best Stock to Buy and Hold Right Now
12/04/2021,Andreas Halvorsen’s Viking Global Portfolio: 10 New Stock Picks
12/03/2021,DJ Tech Stocks Close Lower as Omicron Concerns Weigh On Markets
12/03/2021,"DJ Tech Stocks, Omicron Concerns Pull Stock Markets Down"
12/03/2021,DJ Asana Stock Is Crumbling as Investors Flee Highly Valued Software Shares -- Barrons.com
12/03/2021,"Jim Cramer Tweets 'From this morning's club bulletin: ""Zoom, DocuSign, Peloton... the three shoes have fallen""'"
12/03/2021,Why Pinterest Looks Like a Smart Buy Here
12/03/2021,DJ Update: American Express Global Business Travel Confirms $5.3 Billion Merger Deal With SPAC Apollo Strategic Growth -- MarketWatch
12/03/2021,AmEx confirms $5.3 billion deal to merge Global Business Travel business with SPAC Apollo Strategic Growth
12/03/2021,DJ AmEx Confirms $5.3 Billion Deal To Merge Global Business Travel Business With SPAC Apollo Strategic Growth -- MarketWatch
12/03/2021,"Zoom, Twilio, and Other Cloud Communications Stocks Are a Buy for 2022"
12/03/2021,Getting immigration-related hiring questions right
12/02/2021,Buy and Hold Meta Platforms as Metaverse Growth Strategy Unfolds
12/02/2021,3 Stocks to Buy on Dips for 2022 and Beyond
12/02/2021,"oVice Announces Business Partnership With Zoom Video Communications, Inc."
12/02/2021,Zoom Stock Plunged. Is This a Buying Opportunity?
12/02/2021,Cathie Wood Goes Bargain Hunting: 3 Stocks She Just Bought
12/02/2021,"Earnings Roundup: Best Buy, Dick's Sporting Goods, Zoom Video"
12/02/2021,Worried About the Omicron Variant? Buy These 3 Tech Stocks
12/02/2021,"Overshadowed by Omicron, tech fest Slush draws smaller crowd"
12/01/2021,Cathie Wood Trims $5M In Coinbase And Loads Up On This Stock
12/01/2021,"With Higher Rates on the Horizon, Some Pandemic-Favorite Stocks Are Suffering"
12/01/2021,"DJ Microsoft Unveils Cheap Version Of Teams, Taking Dead Aim At Zoom -- Barrons.com"
12/01/2021,Zoom Says Resolved The Issue Impacting Username And Password Login
12/01/2021,Zoom Says Has Received Reports On Issues Starting And Joining Meetings With Visiting Website
12/01/2021,Zoom drops 3% as Microsoft unveils cheap standalone version of Teams
12/01/2021,10 Remote Work Stocks to Buy Now
12/01/2021,"Cathie Wood's ARK Invest Posts Fund Purchases For Tuesday, Nov. 30, 2021: ZM, TWTR, HOOD, TRMB, PACB, SGFY, MTLS, VLD, BLDE, MKFG, ACHR, ZM, CND, VCYT, ONEM, SDGR, NTLA, DNA, SLGC, MASS, ARCT, SURF, TOST, IRDM"
12/01/2021,5 Top Stocks To Buy in December
12/01/2021,DJ Twitter Stock Hits a 52-Week Low. Cathie Wood's ARK Buys the Drop. -- Barrons.com
11/30/2021,"Salesforce Falls on Disappointing Profit, Sales Forecasts"
11/30/2021,"Here's Why Pinterest, Teladoc, and Zoom Are Falling Tuesday"
11/30/2021,Could Zoom Be One of the Best Stock Buys for 2022?
11/30/2021,4 Stay at Home Stocks to Consider Buying Due to the Omicron Variant
11/30/2021,DJ Zoom Video Communications Price Target Announced at $207.00/Share by Daiwa Capital
11/30/2021,DJ Zoom Video Communications Raised to Underperform From Sell by Daiwa Capital
11/30/2021,"Daiwa Capital Upgrades Zoom Video Communications to Underperform, Announces $207 Price Target"
11/30/2021,Zoom Gets Sued by Japanese Company That Stakes Claim on Name
11/29/2021,Omicron variant may mean stock market rally is on hold: Goldman Sachs
11/29/2021,Wood's ARK fund fails to join broad market rally as lockdown stocks slip
11/29/2021,10 Online Education Stocks to Buy
11/29/2021,Loup Ventures' Gene Munster: Take Zoom and DocuSign over Peloton as a stay-at-home plays
11/29/2021,"Stock Market News for Nov 29, 2021"
11/29/2021,"Software for In-Person, Virtual and Now Hybrid Meetings: Watch CEO and CFO of Cvent in On-Demand Fireside"
11/29/2021,Why Gina Sanchez Prefers Microsoft Over Zoom Video
11/29/2021,Zoom Video Communications Announced it's Now Accepting Beta Customers for Zoom's New Integration With Cerner's Electronic Health Record (EHR) Platform
11/29/2021,The Omicron variant and the stock market: Morning Brief
11/29/2021,"GameStop Top-Discussed Stock On WallStreetBets Heading Into New Week; Tesla, Disney And These Are Other Top Trends"
11/29/2021,"Premarket Movers Monday: Moderna, Zoom Video"
11/28/2021,3 Top Metaverse Stocks That Could Make You Rich
11/27/2021,2 Resilient Companies for a New Covid Variant
11/26/2021,DJ Covid Fears Pulled the Markets Down. Here's When You Should Really Start to Worry. -- Barrons.com
11/26/2021,Stay-at-Home Stocks Surged Today. Watch These 14 Names.
11/26/2021,Why Zoom Stock Jumped Today
11/26/2021,Market strategists split on 'buying opportunity' after post-Thanksgiving selloff
11/26/2021,"Hot Stocks: Stay-at-home, COVID therapy stocks surge; OCGN stumbles; PDD earnings; CARS sets high"
11/26/2021,"DJ Investors Go Back to Their Early-Covid-19 Playbook: Buy Zoom and Peloton, Dump Travel"
11/26/2021,48 Stocks Moving In Friday's Mid-Day Session
11/26/2021,LIVE MARKETS-U.S. stocks on the mat
11/26/2021,Zoom Video among consumer gainers; Norwegian Cruise Line and Pinduoduo among losers
11/26/2021,"Is Zoom Stock A Buy? Shares Retreat On Q3 Earnings, Then Rebound On New Covid Variant"
11/26/2021,"Market Rally Falls On New Covid Variant, Growth Stock Tumble; Xpeng, Deere, Best Buy In Focus: Weekly Review"
11/26/2021,US STOCKS-Dow falls over 2% as new virus variant spooks investors
11/26/2021,Wall Street Tumbles on Resurgence of Coronavirus
11/26/2021,Zoom Stock Pops On Discovery Of Heavily Mutated Coronavirus Variant
11/26/2021,"Black Friday Meets ""Black Friday:"" New Covid Variant Hits Markets"
11/26/2021,Investors Turn to These 2 Nasdaq Stocks As the Market Falls
11/26/2021,From cruise operators to airlines: 'Reopening' stocks tumble on variant fears
11/26/2021,Stock market news live updates: Wall Street tumbles as new COVID variant fans lockdown fears
11/26/2021,Nervy Week for Markets Ends With Wild Swings on New Covid Strain
11/26/2021,25 Stocks Moving in Friday's Pre-Market Session
11/26/2021,DJ Zoom Video Stock and Moderna Surge Amid New Covid-19 Variant Fears -- Barrons.com
11/26/2021,Zoom Video and Peloton take off as new COVID variant revives stay-at-home trade
11/25/2021,Cathie Wood Portfolio: 10 Biggest Losers
11/25/2021,Is It Time To Short High-Growth Stocks Amid Rising Treasury Yields?
11/25/2021,Here's Why Zoom Video (ZM) is Poised for a Turnaround After Losing 23.7% in 4 Weeks
11/25/2021,Is This an Overreaction to Zoom's Earnings?
11/24/2021,Zoom Stock Being Out of Favor Is an Opportunity
11/24/2021,Check Out What Whales Are Doing With ZM
11/24/2021,Zoom-ing in the Wrong Direction
11/24/2021,Wood’s Ark Buys More Zoom Amid Slump on Growth Concerns
11/24/2021,"Zoom CFO: We're focused on new products, not stock price"
11/24/2021,Is Zoom Video Communications Stock a Buy?
11/24/2021,Why Cathie Wood Continues To Buy Zoom Video's Stock As It Falls
11/24/2021,"Company News for Nov 24, 2021"
11/24/2021,Popular Pandemic Stocks Lose Even More Zoom
11/24/2021,Is Zoom Video's Stock Overvalued Or Undervalued?
11/24/2021,3 Ways Zoom's Earnings Report Was Better Than It Seemed
11/24/2021,Zoom’s (NASDAQ:ZM) Track Record and Inside Ownership are Reasons for Optimism
11/24/2021,DJ Slumping Zoom Video Stock Attracts Cathie Wood's ARK Funds -- Barrons.com
11/23/2021,Cathie Wood’s Ark Buys More Zoom as It Slumps on Growth Concerns
11/23/2021,Cathie Wood Sells Another $156M In Tesla On Tuesday And Buys The Dip In Zoom And This Stock
11/23/2021,"Zoom Video Analysts React To Slowing Growth, Valuation Reset After Big Stock Drop"
11/23/2021,"Stock Market Today: Dow Closes Up, But Turbulent Tech Trips Up Nasdaq"
11/23/2021,"DJ Nasdaq Composite Posts Back-to-back Declines As Bond Yields Add To Gains But Dow, S&P 500 End Higher -- MarketWatch"
11/23/2021,"Snowflake, CrowdStrike join software selloff in Zoom's wake"
11/23/2021,"Zoom stock: The sour market reaction to earnings is ‘too much overblown,’ analyst says"
11/23/2021,Zoom Video Shares Crash After Earnings: What's Going On And What's Next?
11/23/2021,Is the Bull Market in High-Growth Nasdaq Stocks Over?
11/23/2021,Mid-Day Market Update: Nasdaq Tumbles Over 200 Points; Pasithea Therapeutics Shares Surge
11/23/2021,36 Stocks Moving In Tuesday's Mid-Day Session
11/23/2021,DJ Zoom Video Communications Shares Down After 3Q Results
11/23/2021,Zoom Video’s stock in danger of record selloff as nearly half the analysts cut price targets after earnings
11/23/2021,10 Stocks in The Limelight After Quarterly Reports
11/23/2021,XL Fleet among consumer gainers; Zoom Video and NewAge among losers
11/23/2021,Is Ericsson's $6.2 Billion Acquisition of Vonage a Smart Move?
11/23/2021,DJ Zoom on Pace to Settle at Lowest Price In More Than a Year -- Market Talk
11/23/2021,Zoom shares plunge as company faces big growth issues in 2022
11/23/2021,"DJ Zoom Video Down Over 18%, on Pace for Record Percent Decrease -- Data Talk"
11/23/2021,What 20 Analyst Ratings Have To Say About Zoom Video Communications
11/23/2021,DJ Zoom Stock Is Tumbling. The Covid Boom Is Fizzling. -- Barrons.com
11/23/2021,"DJ Zoom Has No Quick Answer to Growth, Competition Concerns -- Market Insight"
11/23/2021,"Dow Jones Today Inches Lower, Stocks Fade As Oil, Yields Rise; This Oil Stock Jumps Into Buy Range"
11/23/2021,DJ Zoom Video Communications Price Target Cut to $250.00/Share From $304.00 by Citigroup
11/23/2021,DJ Zoom Video Communications Cut to Neutral From Buy by B of A Securities
11/23/2021,DJ Zoom Video Communications Price Target Cut to $270.00/Share From $385.00 by B of A Securities
11/23/2021,"Citigroup Maintains Neutral on Zoom Video Communications, Lowers Price Target to $250"
11/23/2021,3 ARK Stocks to Buy Going into 2022
11/23/2021,"B of A Securities Downgrades Zoom Video Communications to Neutral, Lowers Price Target to $270"
11/23/2021,Zoom shares tumble as revenue growth slows
11/23/2021,DJ Zoom Video Communications Price Target Cut to $235.00/Share From $255.00 by Evercore ISI Group
11/23/2021,DJ Zoom Video Communications Is Maintained at In-Line by Evercore ISI Group
11/23/2021,"Dow Jones Rises; Tesla Rival Surges On Strong Sales; Best Buy, Zoom Plunge On Earnings"
11/23/2021,"Evercore ISI Group Maintains In-Line on Zoom Video Communications, Lowers Price Target to $235"
11/23/2021,Zoom Set to Lose $100 Billion From Peak Value as Pandemic Gains Fade
11/23/2021,DJ Dow Industrials Trade Under Pressure And Broader Market Slumps Early Tuesday -- MarketWatch
11/23/2021,DJ Zoom Video Communications Is Maintained at Hold by Deutsche Bank
11/23/2021,DJ Zoom Video Communications Price Target Cut to $280.00/Share From $350.00 by Deutsche Bank
11/23/2021,DJ Zoom Video Communications Is Maintained at Buy by BTIG
11/23/2021,DJ Zoom Video Communications Price Target Cut to $400.00/Share From $460.00 by BTIG
11/23/2021,"Zoom's (ZM) Q3 Earnings Top Estimates, Revenues Jump Y/Y"
11/23/2021,"Deutsche Bank Maintains Hold on Zoom Video Communications, Lowers Price Target to $280"
11/23/2021,DJ Zoom Video Communications Price Target Cut to $300.00/Share From $350.00 by Mizuho
11/23/2021,DJ Zoom Video Communications Is Maintained at Overweight by Piper Sandler
11/23/2021,DJ Zoom Video Communications Price Target Cut to $299.00/Share From $369.00 by Piper Sandler
11/23/2021,DJ Zoom Video Communications Price Target Cut to $275.00/Share From $300.00 by Stifel
11/23/2021,"Mizuho Maintains Buy on Zoom Video Communications, Lowers Price Target to $300"
11/23/2021,"Piper Sandler Maintains Overweight on Zoom Video Communications, Lowers Price Target to $299"
11/23/2021,"Stifel Maintains Hold on Zoom Video Communications, Lowers Price Target to $275"
11/23/2021,"Benzinga Pro's Top 5 Stocks To Watch For Tuesday, Nov. 23, 2021: ZM, JWN, ISPC, CROX, AESE"
11/23/2021,"Hot Stocks: BBY, URBN, ZM drop on quarterly results; DKS rallies; SITM, EBS rise on S&P reshuffling"
11/23/2021,US STOCKS-Wall Street set for muted open as rising yields dent tech shares
11/23/2021,Why Zoom Video Shares Are Sliding Today
11/23/2021,Zoom Earnings Were Better Than Expected. The Stock Is Tumbling.
11/23/2021,DJ Zoom Video Communications Price Target Cut to $245.00/Share From $275.00 by Wells Fargo
11/23/2021,"Wells Fargo Maintains Equal-Weight on Zoom Video Communications, Lowers Price Target to $245"
11/23/2021,Zoom Video stock sinks as analysts lower targets on growth concerns
11/23/2021,Is Asana Still a Buy After Jumping 280% in 2021?
11/23/2021,A Warning for Investors Chasing High-Flying Tech Stocks
11/23/2021,DJ Zoom Has Some Unhappy Hours Remaining -- Heard on the Street
11/23/2021,21 Stocks Moving In Tuesday's Pre-Market Session
11/23/2021,"GameStop Remains Top WallStreetBets Interest; Zoom Video, Micron Technology And These Are Other Top Trends"
11/23/2021,"Premarket Movers Tuesday: Zoom Video, Best Buy, XPeng"
11/22/2021,"DJ Zoom Video Communications, Inc. CEO Eric Yuan On Q3 2022 Results -- Earnings Call Transcript >ZM"
11/22/2021,Recap: Zoom Video Communications Q3 Earnings
11/22/2021,Zoom Stock Reverses Down As Earnings Beat Amid Slowing Growth
11/22/2021,Zoom shares fall after results as Wall Street turns cautious on growth
11/22/2021,"DJ Zoom Plans to Spend More on R&D, Sales Staff -- Market Talk"
11/22/2021,Zoom’s Earnings Beat Forecasts. The Stock Is Tumbling.
11/22/2021,Zoom’s stock swings lower on fourth-quarter prospects after initially rising on revenue and earnings beat
11/22/2021,Cathie Wood is backing up the truck on these 3 growth stocks — should you?
11/22/2021,Why Record Results Aren't Enough in Today's Stock Market
11/22/2021,"Market Indexes Reap Profits at Close; Zoom, URBN Report Q3"
11/22/2021,Zoom Beats on Revenue and Profit
11/22/2021,DJ Zoom Sales Growth Slows as More People Return to Work -- 2nd Update
11/22/2021,"Dow Jones Leads, Nasdaq Lags As Holiday Week Gets A Mixed Start; Nucor Breaks Out, Tesla Extends Rally To 6th Day"
11/22/2021,BRIEF-Zoom Video Communications Says Q3 Revenue Rose 35% To $1.051 Bln
11/22/2021,Zoom Gives Upbeat Sales Forecast; Big Client Adds Fall Short
11/22/2021,DJ Zoom Sales Growth Slows as More People Return to Work
11/22/2021,"Zoom Video sees revenue growing, but at a slower rate in the months ahead"
11/22/2021,DJ Zoom's Earnings Surpass Forecasts but Stock's Gain Fades -- Barrons.com
11/22/2021,"Zoom Video Communications: 3Q Approximately 512,100 Customers With More Than 10 Employees, Up Approximately 18% From the Same Qtr Last Fiscal Yr >ZM"
11/22/2021,"Zoom Video Communications: 3Q 2,507 Customers Contributing More Than $100,000 in Trailing 12 Mos Rev, Up Approximately 94% From Same Qtr Last Fiscal Yr. >ZM"
11/22/2021,Zoom Video Communications: 3Q Trailing 12-Mo Net Dollar Expansion Rate in Customers With More Than 10 Employees Above 130% for 14th Consecutive Qtr >ZM
11/22/2021,Zoom beats quarterly revenue estimates
11/22/2021,Zoom Video Communications: 3Q GAAP Operating Margin of 27.7% and Non-GAAP Operating Margin of 39.1% >ZM
11/22/2021,"Zoom Video Communications: 3Q Number of Customers Contributing More Than $100,000 in TTM Rev Up 94% Year- Over-Year >ZM"
11/22/2021,"Zoom Video Communications Q3 EPS $1.11 Beats $1.09 Estimate, Sales $1.05B Beat $1.02B Estimate"
11/22/2021,Zoom Video Communications Sees FY Rev $4.08B-$4.08B >ZM
11/22/2021,Zoom Video Communications Sees 4Q Rev $1.05B-$1.05B >ZM
11/22/2021,Zoom Video Communications 3Q Rev $1.05B >ZM
11/22/2021,3 Falling-Star Stocks to Buy Into the Holidays
11/22/2021,How Good Are Zoom Video Communications's Earnings? | Return On Capital Employed
11/22/2021,"CNBC's Final Trades: Zoom Video Communications, Medtronic And This Crypto Trust"
11/22/2021,DJ The Zoom Story May Be Set for Another Covid Twist -- Barrons.com
11/22/2021,10 Best Stocks To Buy According To Josh Resnick’s Jericho Capital Asset Management
11/22/2021,"GameStop Top-Discussed Stock On WallStreetBets Heading Into New Week; Micron, Tesla And These Are Other Top Trends"
11/22/2021,"Earnings Scheduled For November 22, 2021"
11/22/2021,"5 Stocks To Watch For November 22, 2021"
11/21/2021,Notable earnings after Monday's close
11/21/2021,3 Things to Watch in the Stock Market This Week
11/21/2021,DJ Zoom Reports Earnings Monday. Here's What to Expect. -- Barrons.com
11/19/2021,Will Zoom's Q3 earnings slow down amid return-to-office across globe?
11/19/2021,Looking At Zoom Video Communications's Recent Whale Trades
11/19/2021,DJ Zoom Video Communications Price Target Cut to $285.00/Share From $315.00 by UBS
11/19/2021,DJ Zoom Video Communications Is Maintained at Neutral by UBS
11/19/2021,"UBS Maintains Neutral on Zoom Video Communications, Lowers Price Target to $285"
11/19/2021,Earnings Preview For Zoom Video Communications
11/19/2021,UBS Cuts Zoom Price Target By 9.5% Fearing Competition
11/19/2021,Is It Too Late to Buy Cisco Systems Stock?
11/19/2021,Preview: What to Expect From Zoom’s Earnings on Monday
